,Mark,Competitor,Nat,Location,Date,Results Score,Discipline
892,15:05.20,Laura GALVÁN,MEX,"Stade de France, Paris (FRA)",02 AUG 2024,1153,5000m
893,15:05.77,Mariana MACHADO,POR,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1152,5000m
894,15:05.80,Bethany HASZ,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1152,5000m
895,15:05.96,Kayley DELAY,USA,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1151,5000m
896,15:06.42,Hilda CHEBET,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1151,5000m
897,15:07.12,Katelyn TUOHY,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1149,5000m
898,15:07.38,Amy-Eloise NEALE,GBR,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1149,5000m
899,15:07.93,Julie-Anne STAEHLI,CAN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 FEB 2024,1172,5000m
900,15:08.08,Pauline KAMULU,KEN,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2024,1147,5000m
901,15:08.64,Tinebeb ASRES,ETH,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1146,5000m
902,15:09.13,Lea MEYER,GER,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1145,5000m
903,15:09.68,Susan KAMOTHO,KEN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1144,5000m
904,15:09.92,Holly CAMPBELL,AUS,"LAZ Wien, Wien (AUT)",22 JUN 2024,1144,5000m
905,15:10.19,Jennifer NESBITT,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 FEB 2024,1167,5000m
906,15:10.24,Purity Kajuju GITONGA,KEN,"LAZ Wien, Wien (AUT)",22 JUN 2024,1143,5000m
907,15:10.56,Konstanze KLOSTERHALFEN,GER,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1143,5000m
908,15:10.67,Verity OCKENDEN,GBR,"LAZ Wien, Wien (AUT)",22 JUN 2024,1142,5000m
909,15:10.68,Parul CHAUDHARY,IND,"Stade de France, Paris (FRA)",02 AUG 2024,1142,5000m
910,15:10.70,Esther GITAHI,KEN,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1142,5000m
911,15:11.15,Abbey COOPER,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1141,5000m
912,15:11.19,Stella RUTTO,ROU,"Stade Du Moulin Boisseau, Carquefou (FRA)",17 MAY 2024,1141,5000m
913,15:11.68,Amy BUNNAGE,AUS,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1140,5000m
914,15:12.34,Wuga HE,CHN,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1139,5000m
915,15:12.44,Maudie SKYRING,AUS,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1139,5000m
916,15:12.48,Emily INFELD,USA,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1139,5000m
917,15:12.59,Tabithanjeri KAMAU,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",23 SEP 2024,1139,5000m
918,15:13.30,Annie RODENFELS,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1137,5000m
919,15:13.37,Janet Jepkoech CHEPKEMOI,KEN,"Prefectural Stadium, Okayama (JPN)",28 JUN 2024,1137,5000m
920,15:13.38,Amanda VESTRI,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1137,5000m
921,15:13.56,Mirriam CHEROP,KEN,"Denka Big Swan Stadium, Niigata (JPN)",28 SEP 2024,1137,5000m
922,15:13.57,Simone PLOURDE,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1137,5000m
923,15:13.68,Meseret YESHANEH,ETH,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1137,5000m
924,15:13.71,Beatrice CHEPKOECH,KEN,"University of Ghana Sports Stadium, Accra (GHA)",18 MAR 2024,1137,5000m
925,15:13.83,Emily LIPARI,USA,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1136,5000m
926,15:13.84,Katie WASSERMAN,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2024,1160,5000m
927,15:14.18,Hitomi NIIYA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",23 SEP 2024,1136,5000m
928,15:15.01,Taylor ROE,USA,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1158,5000m
929,15:15.14,Bontu Edao REBITU,BRN,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1134,5000m
930,15:15.52,Maggie MONTOYA,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1133,5000m
931,15:15.70,Diane VAN ES,NED,"FBK Stadium, Hengelo (NED)",28 JUN 2024,1133,5000m
932,15:15.79,Maddy ELMORE,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1133,5000m
933,15:15.84,Şilan AYYILDIZ,TUR,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1133,5000m
934,15:16.05,Dolphine Nyaboke OMARE,KEN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1132,5000m
935,15:16.88,Margaretha MONTOYA,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1131,5000m
936,15:16.93,Bertukan WELDE,ETH,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1130,5000m
937,15:17.13,Elena BURKARD,GER,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1130,5000m
938,15:17.20,Alyson CHURCHILL,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1130,5000m
939,15:17.41,Amalie SÆTEN,NOR,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1130,5000m
940,15:17.45,Viktória WAGNER-GYÜRKÉS,HUN,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1129,5000m
941,15:17.48,Gabriela DEBUES-STAFFORD,CAN,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1129,5000m
942,15:17.88,Ludovica CAVALLI,ITA,"Campo Comunale, Modena (ITA)",22 SEP 2024,1129,5000m
943,15:17.99,Lauren GREGORY,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1128,5000m
944,15:18.02,Deborah CHEMUTAI,KEN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1128,5000m
945,15:18.21,Margot APPLETON,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",29 MAR 2024,1128,5000m
946,15:18.37,Asmarech ANLEY,ETH,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1128,5000m
947,15:18.48,Alma Delia CORTES,MEX,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1127,5000m
948,15:18.54,Agate CAUNE,LAT,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1127,5000m
949,15:18.60,Rebecca MWANGI,KEN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1127,5000m
950,15:18.76,Jasmijn LAU,NED,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1127,5000m
951,15:18.78,Soukaina ATANANE,MAR,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1127,5000m
952,15:18.80,Bailey HERTENSTEIN,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1127,5000m
953,15:18.81,Svetlana APLACHKINA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",15 AUG 2024,1127,5000m
954,15:19.15,Olga VOVK,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",15 AUG 2024,1126,5000m
955,15:19.34,Yalemget YAREGAL,ETH,"LAZ Wien, Wien (AUT)",22 JUN 2024,1126,5000m
956,15:19.40,Kate AXFORD,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1126,5000m
957,15:19.69,Maria FORERO,ESP,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1125,5000m
958,15:19.69,Hannah STEELMAN,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1125,5000m
959,15:19.75,Judy Jepngetich CHEPASKWONY,KEN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1125,5000m
960,15:19.81,Cari HUGHES,GBR,"Heinz-Steyer-Stadion, Dresden (GER)",30 AUG 2024,1125,5000m
961,15:19.88,Lyubov DUBROVSKAYA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",15 AUG 2024,1125,5000m
962,15:19.93,Sarah WANJIRU,KEN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1125,5000m
963,15:20.02,Kristine Eikrem ENGESET,NOR,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1125,5000m
964,15:20.11,Georgie GRGEC,NZL,"Wimbledon Park Athletics Track, London (GBR)",03 AUG 2024,1124,5000m
965,15:20.29,Erika KEMP,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1124,5000m
966,15:20.48,Sheila JEBET,KEN,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1124,5000m
967,15:20.65,Rina KUSU,JPN,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1123,5000m
968,15:20.89,Molly BORN,USA,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1146,5000m
969,15:20.89,Micol MAJORI,ITA,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1123,5000m
970,15:20.93,Jodie MCCANN,IRL,"Bislett Stadion, Oslo (NOR)",18 JUN 2024,1123,5000m
971,15:20.94,Wakana KABASAWA,JPN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1123,5000m
972,15:20.99,Lemlem NIBRET,ETH,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1123,5000m
973,15:21.00,Lisa MERKEL,GER,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1123,5000m
974,15:21.22,Judy CHEPKOECH,KEN,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1122,5000m
975,15:21.46,Jana VAN LENT,BEL,"Bislett Stadion, Oslo (NOR)",18 JUN 2024,1122,5000m
976,15:21.55,Katie CAMARENA,USA,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1122,5000m
977,15:21.72,Sophie WALLIS,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1121,5000m
978,15:21.80,Chloe SCRIMGEOUR,USA,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1145,5000m
979,15:22.08,Genevieve GREGSON,AUS,"Lakeside Stadium, Melbourne (AUS)",15 FEB 2024,1121,5000m
980,15:22.33,Rino GOSHIMA,JPN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1120,5000m
981,15:22.44,Alexandra MILLARD,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1120,5000m
982,15:22.84,Philippa BOWDEN,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1119,5000m
983,15:22.95,Leanne POMPEANI,AUS,"LAZ Wien, Wien (AUT)",22 JUN 2024,1119,5000m
984,15:23.14,Olivia MARKEZICH,USA,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1119,5000m
985,15:23.39,Vanessa FRASER,USA,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1118,5000m
986,15:23.76,Briana SCOTT,CAN,"Dempsey Indoor, Seattle, WA (USA)",09 FEB 2024,1117,5000m
987,15:24.37,Erika TANOURA,JPN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1116,5000m
988,15:24.95,Anna CAMP BENNETT,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1115,5000m
989,15:25.00,Sam BUSH,USA,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1115,5000m
990,15:25.02,Charity CHEROP,UGA,"Estadio Atlético de la VIDENA, Lima (PER)",27 AUG 2024,1115,5000m
991,15:25.07,Sydney THORVALDSON,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1115,5000m
992,15:25.12,Julia VAN VELTHOVEN,NED,"Sportcomplex De Leidse Hout, Leiden (NED)",25 MAY 2024,1115,5000m
993,15:25.13,Jennifer RANDALL,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1115,5000m
994,15:25.27,Elizabeth LEACHMAN,USA,"Mike A. Myers Stadium, Austin, TX (USA)",28 MAR 2024,1115,5000m
995,15:25.37,Abir REFFAS,ALG,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1114,5000m
996,15:25.71,Juliet CHERUBET,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1114,5000m
997,15:25.81,Miyaka SUGATA,JPN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1114,5000m
998,15:25.83,Gracelyn LARKIN,CAN,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1113,5000m
999,15:26.22,Firehiwot GESESE,ETH,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1113,5000m
1000,15:26.60,Kimberley MAY,NZL,"Villanova University, Villanova, PA (USA)",10 MAY 2024,1112,5000m
1001,15:26.66,Eleanor BARAN,USA,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1112,5000m
1002,15:26.66,Lisa ROOMS,BEL,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1112,5000m
1003,15:26.76,Innes FITZGERALD,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1112,5000m
1004,15:26.81,Nina CHYDENIUS,FIN,"Bislett Stadion, Oslo (NOR)",18 JUN 2024,1112,5000m
1005,15:26.82,Aimee PRATT,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2024,1135,5000m
1006,15:27.04,Eloise WALKER,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1111,5000m
1007,15:27.15,Selah BUSIENEI,KEN,"Nyayo National Stadium, Nairobi (KEN)",14 JUN 2024,1111,5000m
1008,15:27.20,Adva COHEN,ISR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2024,1134,5000m
1009,15:27.70,Carla GALLARDO,ESP,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1110,5000m
1010,15:27.73,Katrina COOGAN,USA,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1110,5000m
1011,15:28.08,ANKITA,IND,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1109,5000m
1012,15:28.12,Esther WAMBUI,KEN,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1109,5000m
1013,15:28.13,Olimpia BREZA,POL,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1109,5000m
1014,15:28.57,Grace HARTMAN,USA,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1132,5000m
1015,15:28.67,Emine Hatun MECHAAL,TUR,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1108,5000m
1016,15:28.81,Alemnat WALLE,ETH,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1108,5000m
1017,15:28.89,Maria YERMAKOVA,RUS,"Olympic Stadium, Cheboksary (RUS)",07 JUL 2024,1108,5000m
1018,15:29.02,Phoebe ANDERSON,GBR,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1107,5000m
1019,15:29.06,Maia RAMSDEN,NZL,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1107,5000m
1020,15:29.14,Marwa BOUZAYANI,TUN,"Stadion Radés, Radés (TUN)",08 JUN 2024,1107,5000m
1021,15:29.32,Erin TESCHUK,CAN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1107,5000m
1022,15:29.61,Savannah SHAW,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1106,5000m
1023,15:29.92,Shito GUMI,ETH,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1106,5000m
1024,15:30.18,Anna ARNAUDO,ITA,"Campo Comunale, Modena (ITA)",01 MAY 2024,1105,5000m
1025,15:30.28,Eva DIETERICH,GER,"Eintracht-Stadion, Braunschweig (GER)",28 JUN 2024,1105,5000m
1026,15:30.42,Idaira PRIETO,ESP,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1105,5000m
1027,15:30.46,Claire GREEN,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1105,5000m
1028,15:30.47,Faith CHEPKOECH,KEN,"Ulinzi Sports Complex, Langata, Nairobi (KEN)",06 JAN 2024,1105,5000m
1029,15:30.53,Virginia NYAMBURA,KEN,"Ulinzi Sports Complex, Langata, Nairobi (KEN)",06 JAN 2024,1105,5000m
1030,15:30.60,Yazmine WRIGHT,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1104,5000m
1031,15:30.70,. SEEMA,IND,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1104,5000m
1032,15:30.84,Brianna ROBLES,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1104,5000m
1033,15:30.99,Jenna HUTCHINS,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2024,1127,5000m
1034,15:31.00,Jennifer GULIKERS,NED,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1104,5000m
1035,15:31.02,Abbie DONNELLY,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1104,5000m
1036,15:31.17,Viola CHEPNGENO,KEN,"Sportcomplex De Leidse Hout, Leiden (NED)",25 MAY 2024,1103,5000m
1037,15:31.23,Sandrafelis Chebet TUEI,KEN,"Ulinzi Sports Complex, Langata, Nairobi (KEN)",06 JAN 2024,1103,5000m
1038,15:31.36,Sayaka SATO,JPN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1103,5000m
1039,15:31.42,Haruka KOKAI,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 SEP 2024,1103,5000m
1040,15:31.51,Kana MIZUMOTO,JPN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1103,5000m
1041,15:31.53,Yuma YAMAMOTO,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",23 SEP 2024,1103,5000m
1042,15:31.54,Alicja KONIECZEK,POL,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1103,5000m
1043,15:31.59,Emily VENTERS,USA,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1103,5000m
1044,15:31.60,Sanjivani JADHAV,IND,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1103,5000m
1045,15:31.68,Yuka TAKASHIMA,JPN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1102,5000m
1046,15:31.69,Aubrey FRENTHEWAY,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2024,1126,5000m
1047,15:31.81,Veerle BAKKER,NED,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1102,5000m
1048,15:31.86,XiuZhen MA,CHN,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1102,5000m
1049,15:31.93,Sora SHINOZAKURA,JPN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1102,5000m
1050,15:32.22,Florence CARON,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1101,5000m
1051,15:32.41,Carmen GRAVES,USA,"Hilmer Lodge Stadium, Walnut, CA (USA)",19 APR 2024,1101,5000m
1052,15:32.42,Rebecca BASSETT,CAN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1101,5000m
1053,15:32.93,Siona CHISHOLM,CAN,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1100,5000m
1054,15:32.96,Samantha NADEL,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1100,5000m
1055,15:33.05,Amaris TYYNISMAA,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1100,5000m
1056,15:33.14,Femke ROSBERGEN,NED,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1100,5000m
1057,15:33.21,Annika REISS,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",26 APR 2024,1100,5000m
1058,28:54.14,Beatrice CHEBET,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1309,10000m
1059,29:05.92,Gudaf TSEGAY,ETH,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1298,10000m
1060,29:26.89,Lilian Kasait RENGERUK,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1278,10000m
1061,29:27.59,Margaret Chelimo KIPKEMBOI,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1278,10000m
1062,29:47.71,Fotyen TESFAY,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1259,10000m
1063,29:48.34,Tsigie GEBRESELAMA,ETH,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1258,10000m
1064,29:50.52,Ejgayehu TAYE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1256,10000m
1065,30:04.97,Janeth CHEPNGETICH,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1243,10000m
1066,30:06.43,Emmaculate Anyango ACHOL,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1242,10000m
1067,30:07.42,Catherine Reline AMANANG'OLE,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1241,10000m
1068,30:09.05,Aynadis MEBRATU,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1239,10000m
1069,30:22.77,Faith CHEPKOECH,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1227,10000m
1070,30:24.04,Sarah CHELANGAT,UGA,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1225,10000m
1071,30:27.30,Miriam CHEBET,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1222,10000m
1072,30:33.82,Weini KELATI FREZGHI,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1216,10000m
1073,30:34.86,Grace Loibach NAWOWUNA,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1216,10000m
1074,30:35.66,Lauren RYAN,AUS,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1215,10000m
1075,30:36.84,Megan KEITH,GBR,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1214,10000m
1076,30:43.35,Nadia BATTOCLETTI,ITA,"Stade de France, Paris (FRA)",09 AUG 2024,1208,10000m
1077,30:44.12,Sifan HASSAN,NED,"Stade de France, Paris (FRA)",09 AUG 2024,1207,10000m
1078,30:44.86,Loice CHEMNUNG,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1206,10000m
1079,30:49.14,Gela HAMBESE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1203,10000m
1080,30:50.43,Parker VALBY,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1201,10000m
1081,30:51.99,Karissa SCHWEIZER,USA,"Stade de France, Paris (FRA)",09 AUG 2024,1200,10000m
1082,30:52.43,Daisy JEPKEMEI,KAZ,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1200,10000m
1083,30:53.31,Rino GOSHIMA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1199,10000m
1084,30:53.48,Girmawit GEBRZIHAIR,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1199,10000m
1085,30:57.24,Diane VAN ES,NED,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1195,10000m
1086,30:57.79,Bosena MULATIE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1195,10000m
1087,31:02.43,Wede KEFALE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1190,10000m
1088,31:03.46,Fiona O'KEEFFE,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1190,10000m
1089,31:04.02,Rachel SMITH,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1189,10000m
1090,31:05.31,Keira D'AMATO,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1188,10000m
1091,31:06.89,Agnes Mwikali MUTUKU,KEN,"Athletics Stadium, Fukagawa (JPN)",17 JUL 2024,1186,10000m
1092,31:07.23,Elly HENES,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1186,10000m
1093,31:09.42,Judy Jepngetich CHEPASKWONY,KEN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1184,10000m
1094,31:10.53,Haruka KOKAI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1183,10000m
1095,31:10.53,Amanda VESTRI,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1183,10000m
1096,31:13.18,Klara LUKAN,SLO,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1181,10000m
1097,31:15.39,Mercy CHELANGAT,KEN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1179,10000m
1098,31:16.01,Janeth Nyiva MUTUNGI,KEN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1178,10000m
1099,31:16.57,Caroline KARIBA,KEN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1178,10000m
1100,31:17.02,Francine NIYOMUKUNZI,BDI,"Stade de France, Paris (FRA)",09 AUG 2024,1177,10000m
1101,31:19.72,Emily LIPARI,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1175,10000m
1102,31:20.51,Eilish MCCOLGAN,GBR,"Stade de France, Paris (FRA)",09 AUG 2024,1174,10000m
1103,31:24.38,Bertukan WELDE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1171,10000m
1104,31:25.41,Federica DEL BUONO,ITA,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1170,10000m
1105,31:26.78,Glenrose XABA,RSA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1169,10000m
1106,31:26.80,Laura GALVÁN,MEX,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1169,10000m
1107,31:28.18,Everlyn KEMBOI,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1167,10000m
1108,31:28.20,Pauline KAMULU,KEN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1167,10000m
1109,31:28.69,Erika KEMP,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1167,10000m
1110,31:30.95,Tekan BERHE,ETH,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1165,10000m
1111,31:32.52,Sara HALL,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1163,10000m
