,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility
608,4:12.8h,Taddese TADELE,ETH,"Stadium, Hawassa (ETH)",06 JUL 2024,1105,1500m,NA,NA,NA,NA
609,4:12.78,Abby NICHOLS,USA,"Meredith College, Raleigh, NC (USA)",02 AUG 2024,1105,1500m,49240561,1248,0,Public
610,4:12.79,Madison MOONEY,USA,"Rashpal Dhillon  Oval, Vancouver (CAN)",19 JUN 2024,1105,1500m,54848054,108,0,Public
611,4:12.80,Gemma FINCH,GBR,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1105,1500m,52394025,15,12,Private
612,4:12.85,Rose WANGUI,KEN,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1104,1500m,117491309,0,5,Public
613,4:12.88,Michaela ROSE,USA,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 MAR 2024,1104,1500m,52999968,308,8,Private
614,4:12.89,Belinda CHEMUTAI,UGA,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1104,1500m,NA,NA,NA,NA
615,4:12.93,Abbey COOPER,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1104,1500m,27792886,612,3,Public
616,4:12.95,Sofia THØGERSEN,DEN,"Atletická hala, Ostrava (CZE) (i)",30 JAN 2024,1124,1500m,NA,NA,NA,NA
617,4:13.0h,Mekuria CHALETU,ETH,"Stadium, Hawassa (ETH)",06 JUL 2024,1103,1500m,NA,NA,NA,NA
618,4:13.01,Agnès MC TIGHE,SUI,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1103,1500m,NA,NA,NA,NA
619,4:13.01,Lyla BELSHAW,GBR,Banská Bystrica (SVK),21 JUL 2024,1103,1500m,50469937,463,0,Private
620,4:13.05,Josephine Chelangat KIPLANGAT,KEN,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1103,1500m,NA,NA,NA,NA
621,4:13.05,Vera SJÖBERG,SWE,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1103,1500m,109923051,0,0,Public
622,4:13.09,Prudence SEKGODISO,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",21 APR 2024,1103,1500m,111371365,0,0,Public
623,4:13.13,Natalie RULE,AUS,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",04 APR 2024,1102,1500m,70775851,12,0,Public
624,4:13.15,Ayal DAGNACHEW,ETH,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2024,1123,1500m,NA,NA,NA,NA
625,4:13.15,Kileigh KANE,USA,"Franklin Field, Philadelphia, PA (USA)",25 APR 2024,1102,1500m,31511974,1477,176,Private
626,4:13.15,Gladys CHEPNGETICH,KEN,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1102,1500m,120754520,315,1,Public
627,4:13.18,Gabrielle JENNINGS,USA,"Armory Track&Field Center, New York, NY (USA) (i)",27 JAN 2024,1122,1500m,33154525,0,0,Public
628,4:13.21,Olga VOVK,RUS,"LFK CSKA, Moskva (RUS) (i)",25 FEB 2024,1122,1500m,21209661,39,12,Public
629,4:13.22,Carla SWEENEY,IRL,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1102,1500m,13243473,93,0,Public
630,4:13.24,Penelopea GORDON,USA,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1101,1500m,119026424,412,5,Private
631,4:13.24,Grace HARTMAN,USA,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1101,1500m,32004939,1255,37,Public
632,4:13.26,Judith OTAZUA,ESP,"Estadio Ciudad de Málaga, Málaga (ESP)",09 JUL 2024,1101,1500m,NA,NA,NA,NA
633,4:13.36,Julia JAGUŚCIK,POL,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1100,1500m,111373106,1044,32,Public
634,4:13.38,Adèle GAY,FRA,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1100,1500m,19033397,32,0,Public
635,4:13.41,Verena MEISL,GER,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1100,1500m,85752784,6,0,Private
636,4:13.44,Gamze BULUT,TUR,"Atatürk Stadyumu, Izmir (TUR)",26 MAY 2024,1100,1500m,90498323,30,0,Public
637,4:13.45,Florence CARON,CAN,"Franklin Field, Philadelphia, PA (USA)",25 APR 2024,1100,1500m,42575476,1845,109,Public
638,4:13.48,Olivia GÜRTH,GER,"Sportzentrum Kalbach, Frankfurt (GER) (i)",27 JAN 2024,1120,1500m,76883180,44,4,Private
639,8:44.39,Winfred YAVI,BRN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1285,3000m Steeple,NA,NA,NA,NA
640,8:48.03,Peruth CHEMUTAI,UGA,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1275,3000m Steeple,90627564,0,0,Public
641,8:55.15,Faith CHEROTICH,KEN,"Stade de France, Paris (FRA)",06 AUG 2024,1257,3000m Steeple,133148426,0,0,Public
642,8:55.40,Beatrice CHEPKOECH,KEN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1256,3000m Steeple,72147489,0,0,Public
643,8:58.67,Alice FINOT,FRA,"Stade de France, Paris (FRA)",06 AUG 2024,1248,3000m Steeple,7065701,1652,282,Private
644,9:00.83,Sembo ALMAYEW,ETH,"Stade de France, Paris (FRA)",06 AUG 2024,1242,3000m Steeple,NA,NA,NA,NA
645,9:03.22,Valerie CONSTIEN,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1236,3000m Steeple,NA,NA,NA,NA
646,9:04.35,Elizabeth BIRD,GBR,"Stade de France, Paris (FRA)",06 AUG 2024,1233,3000m Steeple,50141711,107,6,Private
647,9:04.93,Marwa BOUZAYANI,TUN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1232,3000m Steeple,NA,NA,NA,NA
648,9:06.07,Lomi MULETA,ETH,"Stade de France, Paris (FRA)",06 AUG 2024,1229,3000m Steeple,NA,NA,NA,NA
649,9:06.50,Courtney WAYMENT,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1228,3000m Steeple,NA,NA,NA,NA
650,9:07.14,Marisa HOWARD,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1226,3000m Steeple,43684184,1566,322,Public
651,9:07.70,Gabrielle JENNINGS,USA,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1225,3000m Steeple,33154525,0,0,Public
652,9:08.94,Gesa Felicitas KRAUSE,GER,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1221,3000m Steeple,NA,NA,NA,NA
653,9:08.97,Norah JERUTO,KAZ,"Stade de France, Paris (FRA)",06 AUG 2024,1221,3000m Steeple,NA,NA,NA,NA
654,9:09.59,Lea MEYER,GER,"Stade de France, Paris (FRA)",06 AUG 2024,1220,3000m Steeple,56091569,65,0,Public
655,9:10.43,Irene SÁNCHEZ-ESCRIBANO,ESP,"Stade de France, Paris (FRA)",06 AUG 2024,1218,3000m Steeple,NA,NA,NA,NA
656,9:14.05,Kaylee MITCHELL,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1209,3000m Steeple,136393816,29,0,Public
657,9:14.67,Olivia MARKEZICH,USA,"Stade Charléty, Paris (FRA)",07 JUL 2024,1207,3000m Steeple,63449551,1849,31,Public
658,9:15.17,Olivia GÜRTH,GER,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1206,3000m Steeple,76883180,44,4,Private
659,9:15.24,Doris LEMNGOLE,KEN,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1206,3000m Steeple,128751344,0,0,Public
660,9:16.51,Alicja KONIECZEK,POL,"Stade de France, Paris (FRA)",04 AUG 2024,1202,3000m Steeple,56861220,91,0,Public
661,9:18.84,Loice CHEKWEMOI,UGA,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1196,3000m Steeple,NA,NA,NA,NA
662,9:19.64,Jackline CHEPKOECH,KEN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1194,3000m Steeple,NA,NA,NA,NA
663,9:20.58,Ceili MCCABE,CAN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1192,3000m Steeple,NA,NA,NA,NA
664,9:21.75,Daisy JEPKEMEI,KAZ,"Stade Charléty, Paris (FRA)",07 JUL 2024,1189,3000m Steeple,NA,NA,NA,NA
665,9:21.82,Allie OSTRANDER,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1189,3000m Steeple,111680667,570,222,Public
666,9:21.98,Madie BOREMAN,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1189,3000m Steeple,2635442,0,0,Public
667,9:22.19,Carolina ROBLES,ESP,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",28 JUN 2024,1188,3000m Steeple,111183515,539,2,Public
668,9:22.36,Stella RUTTO,ROU,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1188,3000m Steeple,NA,NA,NA,NA
669,9:22.66,Annie RODENFELS,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1187,3000m Steeple,15124771,4692,44,Public
670,9:22.77,Lexy HALLADAY,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1187,3000m Steeple,NA,NA,NA,NA
671,9:22.77,Ilona MONONEN,FIN,"Stade de France, Paris (FRA)",04 AUG 2024,1187,3000m Steeple,NA,NA,NA,NA
672,9:22.92,Luiza GEGA,ALB,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1186,3000m Steeple,24761466,0,0,Public
673,9:23.39,Parul CHAUDHARY,IND,"Stade de France, Paris (FRA)",04 AUG 2024,1185,3000m Steeple,27786043,150,4,Public
674,9:24.42,Kristlin GEAR,USA,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1182,3000m Steeple,NA,NA,NA,NA
675,9:24.43,Aneta KONIECZEK,POL,"Stade de France, Paris (FRA)",04 AUG 2024,1182,3000m Steeple,NA,NA,NA,NA
676,9:25.25,Angelina ELLIS,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1180,3000m Steeple,23435662,1639,4,Public
677,9:25.53,Firehiwot GESESE,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1180,3000m Steeple,NA,NA,NA,NA
678,9:25.69,Yekaterina IVONINA,RUS,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1179,3000m Steeple,NA,NA,NA,NA
679,9:26.12,Regan YEE,CAN,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1178,3000m Steeple,11328161,2749,53,Public
680,9:26.23,Logan JOLLY,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1178,3000m Steeple,49547554,2493,33,Private
681,9:26.61,Kinga KRÓLIK,POL,"Stade de France, Paris (FRA)",04 AUG 2024,1177,3000m Steeple,72289069,0,0,Public
682,9:26.83,Chiara SCHERRER,SUI,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1176,3000m Steeple,95233697,0,0,Public
683,9:26.85,Amy CASHIN,AUS,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1176,3000m Steeple,76686008,6,20,Public
684,9:27.26,Aimee PRATT,GBR,"Stade de France, Paris (FRA)",04 AUG 2024,1175,3000m Steeple,55249858,19,0,Public
685,9:27.70,Flavie RENOUARD,FRA,"Stade de France, Paris (FRA)",04 AUG 2024,1174,3000m Steeple,37407311,2366,222,Private
686,9:28.17,Gracie HYDE,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1173,3000m Steeple,41735196,2094,41,Private
687,9:28.49,Elise THORNER,GBR,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1172,3000m Steeple,49970119,61,0,Private
688,9:28.72,Cara FEAIN-RYAN,AUS,"Stade de France, Paris (FRA)",04 AUG 2024,1172,3000m Steeple,43035022,1882,18,Private
689,9:28.88,Pamela KOSGEI,KEN,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1171,3000m Steeple,NA,NA,NA,NA
690,9:28.99,Emilia LILLEMO,SWE,"Rimnersvallen, Uddevalla (SWE)",28 JUN 2024,1171,3000m Steeple,148936732,0,0,Public
691,9:29.07,Kayley DELAY,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1171,3000m Steeple,52102056,1694,26,Public
692,9:29.84,Diana CHEPKEMOI,KEN,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1169,3000m Steeple,54526068,0,0,Public
693,9:29.86,Belén CASETTA,ARG,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1169,3000m Steeple,NA,NA,NA,NA
694,9:31.29,Adva COHEN,ISR,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1165,3000m Steeple,42530422,3,3,Private
695,9:31.59,Simone FERRAZ,BRA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1165,3000m Steeple,17613500,0,22,Public
696,9:32.75,Aude CLAVIER,FRA,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1162,3000m Steeple,57599867,507,50,Private
697,9:32.83,Ikram OUAAZIZ,MAR,"LAZ Wien, Wien (AUT)",22 JUN 2024,1161,3000m Steeple,NA,NA,NA,NA
698,9:32.93,Sümeyye EROL,TUR,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1161,3000m Steeple,133881604,5,0,Public
699,9:33.54,Anna TROPINA,RUS,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1160,3000m Steeple,125374715,14,5,Private
700,9:33.96,Tatiane Raquel DA SILVA,BRA,"Stade de France, Paris (FRA)",04 AUG 2024,1159,3000m Steeple,NA,NA,NA,NA
701,9:34.62,Linn SÖDERHOLM,SWE,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1157,3000m Steeple,134650293,600,9,Public
702,9:34.82,Janette SCHRAFT,USA,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1157,3000m Steeple,NA,NA,NA,NA
703,9:35.19,Alemnat WALLE,ETH,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1156,3000m Steeple,NA,NA,NA,NA
704,9:35.21,Blanca FERNÁNDEZ,ESP,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1156,3000m Steeple,91939851,508,181,Public
705,9:35.56,Greta KARINAUSKAITĖ,LTU,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1155,3000m Steeple,NA,NA,NA,NA
706,9:35.67,Laura TABORDA,POR,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1154,3000m Steeple,57704643,1193,31,Private
707,9:35.94,Nataliya STREBKOVA,UKR,"LAZ Wien, Wien (AUT)",22 JUN 2024,1154,3000m Steeple,NA,NA,NA,NA
708,9:36.33,Leah JERUTO,KEN,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1153,3000m Steeple,NA,NA,NA,NA
709,9:36.56,Derya KUNUR,TUR,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1152,3000m Steeple,NA,NA,NA,NA
710,9:36.91,Shuangshuang XU,CHN,"Kuishan Sports Center, Rizhao (CHN)",30 JUN 2024,1151,3000m Steeple,12362523,0,0,Public
711,9:37.19,Anastasiya KRASILNIKOVA,RUS,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1151,3000m Steeple,NA,NA,NA,NA
712,9:38.71,Tuğba GÜVENÇ,TUR,"The TF Complex at Mylan Park, Morgantown, WV (USA)",27 APR 2024,1147,3000m Steeple,51425538,1159,0,Public
713,9:38.94,Ruken TEK,TUR,"LAZ Wien, Wien (AUT)",22 JUN 2024,1146,3000m Steeple,109555080,2150,10,Public
714,9:39.62,Grace FETHERSTONHAUGH,CAN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1145,3000m Steeple,104747188,0,0,Public
715,9:39.97,Rihab DHAHRI,TUN,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1144,3000m Steeple,NA,NA,NA,NA
716,9:40.10,Hirut MESHESHA,ETH,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1144,3000m Steeple,NA,NA,NA,NA
717,9:40.49,Katherine THRONSON,USA,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1143,3000m Steeple,NA,NA,NA,NA
718,9:40.54,Sophie NOVAK,USA,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1142,3000m Steeple,124968948,716,3,Public
719,9:40.65,Meseret YESHANEH,ETH,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1142,3000m Steeple,NA,NA,NA,NA
720,9:41.00,Judi JONES,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1141,3000m Steeple,73798867,513,1,Public
721,9:41.11,Stella RADFORD,AUS,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1141,3000m Steeple,114804238,0,0,Public
722,9:41.25,Jessica FURLAN,CAN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1141,3000m Steeple,57742142,0,36,Private
723,9:41.68,Tatsiana SHABANAVA,BLR,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1140,3000m Steeple,NA,NA,NA,NA
724,9:41.70,Juliane HVID,DEN,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1140,3000m Steeple,73398103,597,13,Private
725,9:41.8h,Milkitu MULETA,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1139,3000m Steeple,NA,NA,NA,NA
726,9:42.09,Patrycja KAPAŁA,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",27 JUN 2024,1139,3000m Steeple,110915374,0,0,Public
727,9:42.22,Karrie BALOGA,USA,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1138,3000m Steeple,NA,NA,NA,NA
728,9:42.26,Carmen GRAVES,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",31 MAY 2024,1138,3000m Steeple,13603477,1675,3,Public
729,9:43.05,Caren CHEBET,KEN,"Nyayo National Stadium, Nairobi (KEN)",06 MAR 2024,1136,3000m Steeple,98762523,0,0,Public
730,9:43.3h,Kena TUFA,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1136,3000m Steeple,NA,NA,NA,NA
731,9:43.31,Eline DALEMANS,BEL,"Boudewijnstadion, Bruxelles (BEL)",30 JUN 2024,1136,3000m Steeple,109920602,0,0,Public
732,9:44.20,Laura MAASIK,EST,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1133,3000m Steeple,46551681,1812,111,Private
733,9:44.36,Julia SAMUELSSON,SWE,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1133,3000m Steeple,85421855,0,0,Public
734,9:44.4h,Aleminat WAL,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1133,3000m Steeple,NA,NA,NA,NA
735,9:44.82,. PRITI,IND,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1132,3000m Steeple,7595521,21,298,Private
736,9:44.85,Irene VAN DER REIJKEN,NED,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1132,3000m Steeple,36051639,1426,354,Private
737,9:45.01,Zita URBÁN,HUN,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1131,3000m Steeple,86913983,0,90,Public
738,9:45.08,Mercy Wanjiru GITAHI,KEN,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1131,3000m Steeple,NA,NA,NA,NA
739,9:45.19,Veerle BAKKER,NED,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1131,3000m Steeple,26080027,16,188,Private
740,9:45.35,Andreea STAVILA,MDA,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1131,3000m Steeple,94202413,0,0,Public
741,9:45.46,Stevie LAWRENCE-WRIST,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1130,3000m Steeple,NA,NA,NA,NA
742,9:45.52,Brielle ERBACHER,AUS,"SA Athletic Stadium, Adelaide (AUS)",12 APR 2024,1130,3000m Steeple,49615530,2248,140,Private
743,9:45.77,Reimi YOSHIMURA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 JUN 2024,1130,3000m Steeple,NA,NA,NA,NA
744,9:46.17,Lena MILLONIG,AUT,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1129,3000m Steeple,NA,NA,NA,NA
745,9:46.17,Linda WREDE,GER,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1129,3000m Steeple,NA,NA,NA,NA
746,9:46.93,Michelle FINN,IRL,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1127,3000m Steeple,47907820,0,0,Public
747,9:47.47,Elena BURKARD,GER,"LAZ Wien, Wien (AUT)",22 JUN 2024,1125,3000m Steeple,54121337,0,9,Public
748,9:47.47,Nancy CHEPKWURUI,UGA,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1125,3000m Steeple,NA,NA,NA,NA
749,9:47.76,Miu SAITOU,JPN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1125,3000m Steeple,NA,NA,NA,NA
750,9:48.1h,Balemlay SHUMET,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1124,3000m Steeple,NA,NA,NA,NA
751,9:48.16,Manami NISHIYAMA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 JUN 2024,1124,3000m Steeple,NA,NA,NA,NA
752,9:48.22,Katelyn STEWART-BARNETT,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1124,3000m Steeple,37881888,0,0,Public
753,9:48.39,Taylor LOVELL,USA,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1123,3000m Steeple,72105616,55,0,Public
754,9:48.82,Madison NEUNER,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1122,3000m Steeple,53485505,1697,221,Public
755,9:49.08,Colett RAMPF,USA,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1122,3000m Steeple,26653490,358,0,Private
756,9:49.11,Adia BUDDE,GER,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1121,3000m Steeple,NA,NA,NA,NA
757,9:49.54,Calli DOAN,USA,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1120,3000m Steeple,104383828,792,9,Private
758,9:49.59,Kristel VAN DEN BERG,NED,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1120,3000m Steeple,26886165,384,26,Public
759,9:49.88,Sarah TAIT,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1120,3000m Steeple,48464374,1532,79,Private
760,9:50.30,Sharon CHEPKEMOI,KEN,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1119,3000m Steeple,112094419,5,0,Public
761,9:50.54,Dana KLEIN,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1118,3000m Steeple,44696180,1351,116,Public
762,9:50.86,Eleonora CURTABBI,ITA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1117,3000m Steeple,52612878,1644,8,Private
763,9:51.01,Purity KIRUI,KEN,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1117,3000m Steeple,NA,NA,NA,NA
764,9:51.28,Kiana GIBSON,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1116,3000m Steeple,44734810,1784,195,Private
765,9:51.64,Marta SERRANO,ESP,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1115,3000m Steeple,35003001,3,0,Public
766,9:51.65,Judy CHEPKOECH,KEN,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1115,3000m Steeple,77772602,0,0,Public
767,9:52.36,Leila HADJI,FRA,"Stade Raymond Troussier, Decines (FRA)",04 MAY 2024,1114,3000m Steeple,21411261,132,43,Private
768,9:52.41,Georgia WINKCUP,AUS,"SA Athletic Stadium, Adelaide (AUS)",12 APR 2024,1113,3000m Steeple,26701772,0,0,Public
769,9:52.69,Lydia OLIVERE,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1113,3000m Steeple,126196809,434,1,Private
770,9:52.84,Karolína JAROŠOVÁ,CZE,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1112,3000m Steeple,122131822,0,0,Public
771,9:53.05,Poppy TANK,GBR,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1112,3000m Steeple,70744322,503,1,Private
772,9:53.5h,Zeritu DABA,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1111,3000m Steeple,NA,NA,NA,NA
773,9:53.51,Emma TAVELLA,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1111,3000m Steeple,13447832,1499,1,Public
774,9:54.00,Tigest Getent MEKONEN,BRN,"LAZ Wien, Wien (AUT)",22 JUN 2024,1110,3000m Steeple,NA,NA,NA,NA
775,9:54.08,Angelina NAPOLEON,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1109,3000m Steeple,72634182,246,20,Private
776,9:54.44,Elena CAREY,GBR,"Griswold Stadium, Portland, OR (USA)",04 MAY 2024,1109,3000m Steeple,25331382,595,0,Public
777,9:54.53,Zoie DUNDON,USA,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1108,3000m Steeple,NA,NA,NA,NA
778,9:54.66,Ava O'CONNOR,IRL,"Griswold Stadium, Portland, OR (USA)",04 MAY 2024,1108,3000m Steeple,75983387,5,0,Private
779,9:54.78,Emily PAUPORE,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1108,3000m Steeple,37835949,1382,59,Private
780,9:54.81,Ebba CRONHOLM,SWE,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1108,3000m Steeple,108264178,0,0,Public
781,9:54.82,Wosane Asefa MANGISTU,ETH,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1108,3000m Steeple,NA,NA,NA,NA
782,9:54.90,Panpan WANG,CHN,"Sports Center, Quzhou (CHN)",15 SEP 2024,1107,3000m Steeple,21038589,0,2,Public
783,9:55.15,Sila BAYIR,TUR,"Seha Aksoy Atletizm Pisti, Izmir (TUR)",29 JUN 2024,1107,3000m Steeple,NA,NA,NA,NA
784,9:55.49,Floriane QUESADA,FRA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1106,3000m Steeple,NA,NA,NA,NA
785,9:55.5h,Alemaz YUHANIS,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1106,3000m Steeple,NA,NA,NA,NA
786,9:55.6h,Wesene ASSEFA,ETH,"Stadium, Hawassa (ETH)",04 JUL 2024,1106,3000m Steeple,NA,NA,NA,NA
787,9:55.95,Agnieszka CHORZĘPA,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",27 JUN 2024,1105,3000m Steeple,51637861,54,0,Public
788,9:56.23,Kayla SCHIERA,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1104,3000m Steeple,44376937,466,12,Private
789,9:56.44,Jenna MELANSON,CAN,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1104,3000m Steeple,45510362,2297,6,Private
790,9:56.49,Xia LUO,CHN,"HOC Stadium, Hangzhou (CHN)",14 APR 2024,1104,3000m Steeple,10480855,514,696,Public
