,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility
981,12:58.96,Lamecha GIRMA,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1213,5000m,NA,NA,NA,NA
982,13:00.47,Birhanu BALEW,BRN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1208,5000m,NA,NA,NA,NA
983,13:00.48,Morgan MCDONALD,AUS,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1208,5000m,NA,NA,NA,NA
984,13:00.69,Samwel Chebolei MASAI,KEN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1207,5000m,NA,NA,NA,NA
985,13:00.74,Egide NTAKARUTIMANA,BDI,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1207,5000m,NA,NA,NA,NA
986,13:02.09,Yared NUGUSE,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1255,5000m,133353132,0,0,Public
987,13:02.38,Abdi WAISS,DJI,"Stade de Stehelin, Bordeaux (FRA)",19 JUN 2024,1201,5000m,NA,NA,NA,NA
988,13:02.49,Cornelius KEMBOI,KEN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1200,5000m,NA,NA,NA,NA
989,13:02.56,Ronald KWEMOI,KEN,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1200,5000m,NA,NA,NA,NA
990,13:02.56,Tadese WORKU,ETH,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1200,5000m,NA,NA,NA,NA
991,13:03.17,Abdihamid NUR,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1251,5000m,44007546,106,0,Public
992,13:03.19,Mezgebu SIME,ETH,"Stade Du Moulin Boisseau, Carquefou (FRA)",17 MAY 2024,1198,5000m,NA,NA,NA,NA
993,13:03.45,Kuma GIRMA,ETH,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1197,5000m,NA,NA,NA,NA
994,13:03.46,John HEYMANS,BEL,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1250,5000m,33405052,863,2,Public
995,13:03.57,Morgan BEADLESCOMB,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1249,5000m,50044591,1540,0,Public
