Athlete Name,Total_Run_Distance_km,Avg_Weekly_Run_Mileage_km,Total_Run_Hours,Avg_Weekly_Run_Hours,Total_Ride_Hours,Total_Swim_Hours,Total_Other_Hours,Competitor,Nat,Gender,Mark,Discipline,Number_of_events,Avg_Run_Pace_min_per_km,2024 Weeks Scraped,Athlete ID
STEFAN NILLESSEN,626.0010732000001,13.911134960000002,46.30388888888889,1.0289753086419753,0.0,0.0,0.0,Stefan Nillessen,NED,Male,3:30.75,1500m,1,4.43806480894917,45,93170673
STEPHEN EVANS,76.7,1.48,9.87,0.19,0.0,0.0,0.0,Stephen Evans,CAN,Male,1:47.39,800m,1,7.72,52,3941512
SVETLANA APLACHKINA,3856.2361344,85.69413632,312.1802777777778,6.93733950617284,16.47361111111111,0.0,2.522777777777778,Svetlana Aplachkina,RUS,Female,2:03.08|4:02.71|15:18.81,800m|1500m|5000m,3,4.857279485448584,45,29862838
SYDNEY STEELY,1542.8903514,34.28645225333334,134.9363888888889,2.9985864197530865,0.5255555555555556,0.0,5.656666666666666,Sydney Steely,USA,Female,2:02.19,800m,1,5.247413288952747,45,27064583
TAI DINGER,4525.5606404,100.5680142311111,328.3588888888889,7.296864197530864,1.25,0.0,0.0,Tai Dinger,USA,Male,13:23.34,5000m,1,4.3533906401466265,45,17175025
TAKASHI SOMA,1262.8008178,28.062240395555555,117.8472222222222,2.618827160493827,0.0,0.0,30.854444444444447,Takashi Soma,JPN,Male,1:01:53|2:10:46,Half|Full,2,5.5993259060853715,45,68238567
TANJA SPILL,2158.4629014,47.965842253333335,174.74805555555557,3.8832901234567903,40.105555555555554,0.0,14.268055555555556,Tanja Spill,GER,Female,2:02.92,800m,1,4.857569396505603,45,34058082
TANNER MAIER,2966.5286088,65.92285797333332,216.72305555555556,4.816067901234568,2.7405555555555554,0.0,1.0813888888888887,Tanner Maier,USA,Male,3:37.82,1500m,1,4.383366907286755,45,28193745
TEBELLO RAMAKONGOANA,3969.0830552,88.2018456711111,280.2636111111111,6.2280802469135805,0.0,0.0,0.0,Tebello Ramakongoana,LES,Male,1:00:17|2:07:58,Half|Full,2,4.23670062651771,45,134237562
THOMAS BRIDGER,3925.0,75.48,285.99,5.5,5.0,0.0,0.0,Thomas Bridger,GBR,Male,3:40.34,1500m,1,4.37,52,45537525
THOMAS DE BOCK,1746.9546634,38.821214742222224,109.53583333333331,2.4341296296296298,0.0,0.0,4.7,Thomas De Bock,BEL,Male,2:10:45,Full,1,3.762060995451933,45,52304194
THOMAS PIQUART,2989.2846764,66.42854836444445,218.21694444444444,4.849265432098766,2.874722222222222,0.0,0.0,Thomas Piquart,FRA,Male,3:37.16,1500m,1,4.379983201343877,45,45191607
TIARNAN CRORKEN,1419.6631876,31.548070835555553,102.45805555555556,2.2768456790123457,0.0,0.0,0.0,Tiarnan Crorken,GBR,Male,1:45.58,800m,1,4.330240712746741,45,19479777
TIM MCINERNEY,637.5078542,14.166841204444443,43.01805555555555,0.9559567901234568,2.1033333333333335,0.0,0.0,Tim Mcinerney,USA,Male,1:46.63,800m,1,4.048708288578342,45,24687367
TIM VINCENT,675.9871736,15.02193719111111,42.22805555555556,0.9384012345679013,0.0,0.0,0.0,Tim Vincent,AUS,Male,1:02:01|2:09:40,Half|Full,2,3.7481233850046136,45,41839883
TIMO BENITZ,2590.4097574,57.56466127555556,189.20361111111112,4.204524691358025,2.6552777777777776,0.0,0.0,Timo Benitz,GER,Male,3:39.96,1500m,1,4.382401909287475,45,55489425
TINODA MATSATSA,2014.2338506,44.76075223555555,148.00694444444446,3.2890432098765436,1.073888888888889,0.0,0.64,Tinoda Matsatsa,USA,Male,1:45.12,800m,1,4.408831012358059,45,43648976
TOBY GILLEN,5283.4954068,117.41100904,354.53444444444443,7.878543209876543,0.0,0.0,0.0,Toby Gillen,AUS,Male,13:28.81,5000m,1,4.026135167883169,45,7774046
TOM ANDERSON,5351.3612746,118.91913943555556,343.12194444444447,7.624932098765432,0.0,0.0,0.0,Tom Anderson,GBR,Male,1:02:00,Half,1,3.8471176977685024,45,11747326
TOM DODD,2898.6144608,64.41365468444444,214.21694444444444,4.760376543209876,13.65,0.0,0.0,Tom Dodd,GBR,Male,3:38.21,1500m,1,4.4341932466311205,45,36750101
TOM HENDRIKSE,1141.05,21.94,68.29,1.31,5.27,0.0,0.0,Tom Hendrikse,NED,Male,2:11:07,Full,1,3.59,52,6579855
TONY VAN DIEPEN,105.7014512,2.3489211377777774,7.098055555555556,0.1577345679012345,29.011666666666667,0.0,0.2636111111111111,Tony Van Diepen,NED,Male,1:44.85,800m,1,4.029115291213082,45,18055756
TRAVIS MAHONEY,3256.5960504,72.36880112,236.81777777777776,5.262617283950617,5.7252777777777775,0.0,4.0,Travis Mahoney,USA,Male,8:20.91|13:19.09,3000m Steeple|5000m,2,4.363165233502448,45,33180931
TUĞBA GÜVENÇ,3178.8166482,70.64036996,254.00972222222225,5.6446604938271605,0.0,0.0,0.0,Tuğba Güvenç,TUR,Female,9:38.71,3000m Steeple,1,4.794420383435229,45,51425538
TYLER BILYARD,3465.6975966,77.01550214666666,265.68361111111113,5.904080246913581,6.093055555555556,0.0,2.3666666666666667,Tyler Bilyard,GBR,Male,3:38.02,1500m,1,4.599655977574471,45,39319235
TYLER WIRTH,3869.9316178,85.99848039555556,272.6644444444444,6.05920987654321,0.0,0.0,2.23,Tyler Wirth,USA,Male,3:39.58,1500m,1,4.227430425751815,45,49103935
VALENTIN BRESC,1347.3555414,29.941234253333334,100.36194444444445,2.230265432098766,0.5127777777777778,0.0,0.0,Valentin Bresc,FRA,Male,3:39.12|8:27.80,1500m|3000m Steeple,2,4.469285560966089,45,56092465
VANESSA WILSON,3.04,0.0675555555555555,0.2175,0.0048333333333333,0.0,0.0,0.0,Vanessa Wilson,AUS,Female,2:28:34,Full,1,4.292763157894737,45,82773562
VICTOR KIMUTAI,2671.3273726,59.36283050222222,198.28861111111112,4.406413580246914,0.0,0.0,0.0,Victor Kimutai,KEN,Male,13:23.60|28:04.93,5000m|10000m,2,4.453709713267761,45,81506583
VICTOR KIPLIMO,3093.6503754,68.74778612,254.3961111111111,5.653246913580247,0.0,0.0,0.0,Victor Kiplimo,KEN,Male,2:09:58,Full,1,4.93390164190519,45,107990522
VIOLA CHEPNGENO,1165.9990168,25.91108926222222,92.7688888888889,2.061530864197531,0.0,0.0,0.0,Viola Chepngeno,KEN,Female,15:31.17|1:06:43|1:11:28|2:23:23,5000m|Half|Full,4,4.773703282022643,45,113122040
WALEED SULIMAN,3057.8747472,67.95277216,223.4802777777778,4.966228395061728,11.091944444444444,0.0,2.615277777777778,Waleed Suliman,USA,Male,3:33.82,1500m,1,4.3850117402436775,45,40298930
WES FERGUSON,1763.434305,39.187429,124.22194444444445,2.7604876543209875,0.3377777777777778,0.0,14.875555555555556,Wes Ferguson,USA,Male,1:45.06,800m,1,4.2265916260865,45,49565163
WILL BARNICOAT,2626.4750668,58.36611259555555,197.7997222222222,4.395549382716049,0.0,0.0,0.1675,Will Barnicoat,GBR,Male,13:19.66,5000m,1,4.518597371568748,45,24725900
WILLIAM BATTERSHILL,0.0,0.0,0.0,0.0,10.383333333333333,0.0,0.0,William Battershill,GBR,Male,8:21.83,3000m Steeple,1,,45,46695698
YAGO ROJO,4510.4328444,100.23184098666668,291.85583333333335,6.4856851851851856,18.905833333333337,0.0,0.0,Yago Rojo,ESP,Male,2:12:43,Full,1,3.882410093244487,45,19813496
YASEEN ABDALLA,62.0239636,1.3783103022222225,3.283333333333333,0.0729629629629629,0.0,0.0,0.0,Yaseen Abdalla,SUD,Male,2:11:41,Full,1,3.1761917259992716,45,17721663
YASSIN BOUIH,847.8968724,18.84215272,60.04083333333333,1.3342407407407406,0.0,0.0,0.0,Yassin Bouih,ITA,Male,8:18.37,3000m Steeple,1,4.248688864487902,45,23911697
YAZMINE WRIGHT,682.6498412,15.16999647111111,52.52027777777778,1.1671172839506172,0.0,0.0,0.0,Yazmine Wright,USA,Female,4:10.34|15:30.60,1500m|5000m,2,4.616153811926891,45,44564763
YOANN KOWAL,3948.1777286,87.73728285777779,305.895,6.797666666666666,6.904166666666667,0.0,0.9911111111111112,Yoann Kowal,FRA,Male,3:39.10|8:30.70|13:18.85,1500m|3000m Steeple|5000m,3,4.648650912305335,45,8483601
YOLANDA NGARAMBE,44.6913718,0.9931415955555556,3.330277777777778,0.0740061728395061,0.0,0.0,0.0,Yolanda Ngarambe,SWE,Female,2:01.32|4:04.50,800m|1500m,2,4.471034533486096,45,101704901
YOUSSEF BENZAMIA,2196.3145782,48.80699062666667,161.5336111111111,3.5896358024691355,0.0,0.0,0.0,Youssef Benzamia,FRA,Male,1:45.93|3:40.43,800m|1500m,2,4.41285449856177,45,60155357
YUKI TSUTSUMI,159.47,3.5437777777777777,17.018333333333334,0.3781851851851852,9.785555555555556,0.0,11.255555555555556,Yuki Tsutsumi,JPN,Male,1:02:05,Half,1,6.403085219790556,45,15008982
YUKICHI ISHII,1444.5274906,32.10061090222222,111.07611111111112,2.468358024691358,0.0,0.0,0.0,Yukichi Ishii,JPN,Male,1:46.22,800m,1,4.61366551348806,45,103535340
YUSUKE NISHIYAMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yusuke Nishiyama,JPN,Male,28:08.53|1:01:13|2:06:31,10000m|Half|Full,3,,45,44331112
ZACH PANNING,5975.3023926,132.78449761333331,380.9508333333333,8.465574074074073,2.8402777777777777,0.0,9.566388888888888,Zach Panning,USA,Male,28:08.85|2:09:16,10000m|Full,2,3.8252541040110177,45,26837949
ZALEN NELSON,0.80467,0.0178815555555555,0.0302777777777777,0.0006728395061728,0.0,0.0,0.0,Zalen Nelson,TTO,Male,1:47.41,800m,1,2.2576542764942977,45,60178349
ZIAD AUDAH,638.6022054,14.19116012,70.82388888888889,1.5738641975308645,0.0,0.0,0.0,Ziad Audah,BEL,Male,3:37.74,1500m,1,6.654272875039046,45,35097302
ZOUHAIR TALBI,238.3754408,5.297232017777778,15.700833333333334,0.3489074074074074,0.0,0.0,0.0,Zouhair Talbi,MAR,Male,1:00:41|2:06:39,Half|Full,2,3.951959131521405,45,73380869
ÉMILE TOUPIN,3312.8424834,73.61872185333333,256.7525,5.705611111111111,0.0,0.0,0.0,Émile Toupin,CAN,Male,3:39.15,1500m,1,4.650130538108035,45,40541312
